CHOU, T
BOENI, P
GOERLITZ, D
KOETZLER, J
SORENSEN, AS
PUGNALONI, LA
BRAMMERTZ, G
PEACOCK, A
VERHOEVE, P
KOZOREZOV, A
HARTOG, RD
RANDO, N
VENN, R
MARTIN, D
GOLDIE, DJ
PARET, J
KIM, TK
FOLLATH, R
FINKEN, R
ANTA, JA
ESCAMILLA, R
AKACHI, T
GOMEZ, R
MARQUINA, V
MARQUINA, ML
RIDAURA, R
HASKEL, D
LANG, J
SRAJER, G
HAEFFNER, DR
OGAWA, N
FURUKAWA, Y
LIN, SH
MACK, I
PONGKRAPAN, N
FUJIMA, T
PAPINUTTO, N
ASHER, SA
MIRBT, S
MOHN, P
KRUSE, N
VOSS, C
MEDVEDEV, V
BODENSTEIN, C
HANON, D
ILISAVSKII, Y
GOLTSEV, A
DYAKONOV, K
POPOV, V
YAKHKIND, E
DYAKONOV, VP
GIERLOWSKI, P
KLIMOV, A
LEWANDOWSKI, SJ
LEE, MH
EBBINGHAUS, SG
RELLER, A
HENTSCHEL, M
SANCHO, MPL
BADR, MH
FREAMAT, M
SUSHKO, Y
GUENZA, M
MOTOHISA, J
NAKAJIMA, F
BALEVA, IO
RIVERA, PH
ZHOU, WX
OMELYAN, I
MRYGLOD, I
OPEL, M
HACKL, R
SRIVATSAVA, J
OHM, T
WEISER, S
UMSTATTER, R
BUNEMANN, J
KITYK, AV
RHEINSTADTER, MC
PAPINUTTO, M
MASTELLONE, A
KANJILAL, D
GONZALEZ, JL
NAKAJIMA, EBSF
MARQUES, GE
VALGOMA, JA
MARCHETTI, FM
MINYUKOV, SA
CANO, A
VANNIMENUS, J
GONZALEZ, P
SULLIVAN, JM
ERWIN, SC
CASAL, SB
MANGIONI, S
MIRANDA, JGV
GONZALEZ, AP
SCHULZE, C
VECCHIONE, A
GOMBOS, M
PACE, S
TEDESCO, C
ZOLA, D
BOUKHVALOV, DW
ABRAMS, CF
WATANABE, S
GREMPEL, D
LOZANO, G
LOZZA, H
SANTOS, CDS
FULINSKI, A
GORA, PF
TSIBIZOV, AG
GORBATSEVICH, AA
MELETOV, KP
ARVANITIDIS, J
KOUROUKLIS, GA
HASSELBACH, K
VERICAT, F
REPETOWICZ, P
MITDANK, R
FRENTRUP, W
KUBALA, B
SHAW, M
BRONOLD, FX
MOBLEY, D
LEE, G
RITUS, AI
VOLKOV, AA
SHCHEULIN, AS
RYSKIN, AI
GARCIA-SANTIAGO, A
SOROKO, AV
IVANOV, AL
BUCETA, J
GERAMI, R
DVORSEK, D
KASAI, C
FUKUSHIMA, N
CHRISTIANSEN, J
MORGENSTERN, K
F, K
SCHEFFLER, F
KARASIK, R
SAPIR, N
DVIR, I
LAVIE, P
VIDIGAL, R
WZIETEK, P
AMMERHAL, U
OV, AR
SANTOS, MCD
PAULO, GEBO
ROJO, BJM
L, J
HEINZEN, DJ
WYNAR, RH
STOLBOV, SV
SILVERA, IF
PARK, YD
PETUKHOV, AG
MILLS, AP
EIJNDEN, EV
VINOGRAD, G
GANDIT, P
LEE, K
KOEHLER, T
SERQUIS, A
ZHU, YT
PETERSON, EJ
COULTER, JY
PETERSON, DE
MUELLER, FM
BRUALLA, L
MARTIN, P
AMOS, TG
GREENHOUGH, J
BIRCH, PC
CHAPMAN, SC
LABUTE, MX
ENDRES, RG
OLAFSEN, JS
KEMPEN, EGMV
VERHAAR, BJ
VILAR, JMG
SAINIDOU, R
NOZIERES, P
ZHENG, G
MURAMATSU, T
ARAKI, S
LOPES, JV
SANTOS, JMBLD
TALON, C
ZOU, QW
RAMOS, MA
VILLAR, R
MURTHY, S
HUH, YM
GO, MSH
FELICE, RD
GARBESI, A
AUSANIO, G
CAMPBELL, L
REHR, JJ
BARDYSZEWSKI, W
PENNETTA, C
TREFAN, G
BRANDBYGE, M
MOZOS, JL
STOKBRO, K
SCHEFFER, M
BEN-HUR, A
SIEGELMANN, HT
PARKS, B
LOOMIS, J
KATANO, S
WACKENHUT, M
PEPE, M
NARISON, S
ZAKHAROV, VI
SRIVASTAVA, AM
FUCHS, J
RUNKEL, I
DING, XM
KOIDE, T
DADDA, A
ASOREY, M
FALCETO, F
LOW, I
MANOHAR, AV
BATCHELOR, M
MITRA, S
CASTILHO, C
PENNA-FIRME, A
SHLOSMAN, S
HE, X
DOOLEN, G
DREISCHUH, A
CHERVENKOV, S
PAULUS, GG
WALTHER, H
JOST, J
JOY, MP
ZHAO, SY
KUSTU, S
SATTIN, F
KILLANY, M
LESIEUR, S
FREEDMAN, MH
DENNIS, E
LANDAHL, A
PRESKILL, J
AVRAM, NM
DRAGANESCU, GE
KIBLER, MR
YAMAO, H
WARBURTON, R
KARRAI, K
ADKINS, CJ
MAZOV, LS
DUAN, YS
ZHANG, PM
ZHANG, H
GREGORIO, PD
KOTANI, T
MALI, M
ROOS, J
LI, ZG
HONMA, T
HOR, PH
RHO, H
HUANG, CF
HAMACHER, K
NANOTECHNOLOGIE, WWTF
EIGUREN, A
HELLSING, B
HUEFNER, S
CALAN, CD
BHATTACHARYYA, S
SCARPETTA, S
KOCKELKOREN, J
STORM, C
MEDVEDEVA, J
MRYASOV, O
FREEMAN, A
LUXAT, DL
SINDEL, M
SOORYAKUMAR, R
BOEUF, J
PARK, TH
GU, Y
YANG, ZR
WADA, N
NARA, K
BURTALLY, N
KING, PJ
POMMER, J
LOPEZ-TEJEIRA, F
OCHIAI, T
SAKODA, K
SANCHEZ-DEHESA, J
LIU, YJ
HEIDBRINK, CP
HABICHT, K
WOLTERS, C
KATSANOS, DE
EVANGELOU, SN
MAJUMDAR, AK
TEMPLE, D
SPEIGHT, JM
NAKAI, N
VASILYEV, O
NIJBOER, MS
MACHIDA, M
MATAN, K
WILLIAMS, R
TODA, M
CHIBA, M
AZUMA, R
VLADAR, K
ZHAO, XA
SANGIOVANNI, G
PREISINGER, M
WILL, J
MOSKO, M
VAGNER, P
SCHAEPERS, T
CELI, A
WRIGHT, JP
LUBASHEVSKY, I
KALENKOV, S
MAHNKE, R
TSUBOI, T
PETIT, D
BORGHARDT, AA
GOKHFELD, VM
KARPENKO, DY
VELASCO, P
MIRA, J
MARTINEZ-LOPE, MJ
MARTINEZ, JL
JAYA, SM
TAGUCHI, K
STOLBOV, S
BALICASA, L
MATSON, J
NETO, ECMMBS
LEUTGEB, S
MIZUMORI, S
SHAFEE, F
UCHIYAMA, H
BARTHEL, W
BYCZUK, K
WALTHER, D
MILLO, ASO
BECK, R
BARAMIDZE, G
OHYA, S
HIGO, Y
SUN, J
ASTRAKHARCHIK, GE
FRANCO, L
JEON, HG
HOHENADLER, M
STOTT, MJ
RUSANOV, A
BOOGAARD, R
HESSELBERTH, M
SELLIER, H
CHOI, HJ
ROUNDY, D
WU, F
DUNSIGER, SR
HUANG, BL
ITO, M
HARASHINA, H
KANADA, M
IIKUBO, S
KUHNE, R
AMBJORN, J
KHACHATRYAN, S
COMELLAS, F
SAMPELS, M
KHALIL, IG
TETER, M
ROCA, L
TEJEDA, A
TSUCHIDA, E
GOKHBERG, K
GLOZMAN, A
LIFSHITZ, E
SCHLAMP, MC
ALIVISATOS, P
MIKUSHINA, NA
KITOVA, N
VERKHOLYAK, T
POSAZHENNIKOVA, AI
ROSS, D
RE, JM
DICKMAN, AG
AMIGO, R
CASAS, L
MOMMOUTON, B
ASAF, U
MOUAZIZ, S
AFFOLTER, J
TESEI, M
VESTERGREN, A
WALLIN, M
GALSTYAN, E
ZEMBILGOTOV, AG
KOHLSTEDT, H
MCCULLAGH, GD
LAWLOR, A
CANCHO, RFI
ZAGRODZINSKI, JA
NIKICIUK, T
IOSELEVICH, A
IVANOV, D
BISHOP, JEL
GALKIN, AY
YOON, CN
PASTUR, L
WESTRA, MT
WATER, WVD
FERLAINO, F
MAGEE, JE
MAYER, P
FATTAL, D
VIRGILIO, M
HATAKEYAMA, T
SERDYUK, YV
GUBANSKI, SM
BRODDEFALK, A
BLOMQVIST, P
WAPPLING, R
LU, J
OLSSON, E
PETERSEN, M
RATSCH, C
CAFLISCH, RE
ZIESE, M
CARR, ST
GLINKA, YD
TOLK, NH
SASAKI, Y
DAOUD-ALADINE, A
RODRIGUEZ-CARVAJAL, J
PINSARD-GAUDART, L
FERNANDEZ-DIAZ, MT
GUBBIOTTI, G
CARLOTTI, G
VAVASSORI, P
CIRIA, M
OHANDLEY, RC
JUN, J
PLAJA, L
RODIN, P
HUNDSDORFER, W
GREKHOV, IV
WISE, FW
DUTTA, A
MOUSTAKIDIS, CC
MASSEN, SE
SILVA, RD
ZANETTE, D
SVIZHENKO, A
GOVINDAN, TR
BIEGEL, B
VENUGOPAL, R
SIDORAVICIUS, V
REFAEL, G
SEDEKI, A
CARON, LG
GRIMM, H
DIAKONOV, D
SMITH, H
MAURIN, LN
TIKHOMIROVA, IS
LEONE, R
ODRIOZOLA, G
MUSSIO, L
SCHMITT, A
HIDALGO-ALVAREZ, R
ROCCA, GCL
MASON, TG
KUNG, W
TCHESSKAYA, TY
KATSOULAKIS, MA
PLECHAC, P
SKYLARIS, CK
MOSTOFI, AA
HAYNES, PD
CHAKRABARTI, B
WU, MG
PFEIFER, P
WIEGMANN, P
TOVAR, EG
TESAR, R
KAWATE, E
RECH, J
AVDYUKHINA, VM
OLEMSKOI, DA
YILMAZ, Y
PEKCAN, O
PONOMAREV, YG
TIMERGALEEV, NZ
UK, KK
LORENZ, MA
MUELLER, G
PIEL, H
OSKINA, TE
TRETYAKOV, YD
KOZLOVSKII, VF
ZABEZHAYLOV, AO
ESKA, G
FINNE, AP
HALEY, RP
SKRBEK, L
GRANADE, SR
GEHM, ME
OHARA, KM
THOMAS, JE
NOVIKOV, DS
KOZINSKY, B
VILLEGIER, JC
MAURIN, I
MARGIOLAKI, I
TOBBENS, DM
TURNER, PJ
HARRIS, R
MORGAN, DC
HOSSEINI, A
DOSANJH, P
MULLINS, G
PRESTON, JS
JUOZAPAVICIUS, A
KOYAMA, A
PHAM, KV
LEDERER, P
PIECHON, F
FORTUNATO, L
NANDGAONKAR, A
KANHERE, DG
IZQUIERDO, A
PORTNOI, ME
COCHARD, A
KUPCIC, I
GONCALVES, JPDLLL
MUR-PETIT, J
SCHULZE, HJ
YU, HL
ALAMOUDI, SM
SMOGUNOV, A
WYNN, JC
LU, L
LURIO, L
MOCHRIE, SGJ
SIMONOVIC, NS
ROST, JM
CHAKRABORTY, HS
MADJET, ME
NIKOLAEV, VV
ELIASHEVICH, I
SIRKER, J
YAMADA, T
ABLIZ, M
OKOPINSKA, A
GALBRAITH, I
FEITOSA, K
MENON, N
KUWAE, T
TANIGUCHI, N
RICKER, M
BACHTELER, J
HIJII, K
GETTA, M
KREISKOTT, S
MOENTER, B
NAKAMURA, Y
PASHKIN, YA
TSAI, JS
HASHIMOTO, K
YAMAMOTO, H
DUONG, NP
BRUECK, E
BROMMER, PE
BUSCHOW, KHJ
SCHLICHENMAIER, C
GORELLI, FA
SANTORO, M
ULIVI, L
HANFLAND, M
WEIDENMULLER, HA
DIKANDE, AM
KAYANUMA, Y
DUPREE, R
HOWES, A
SEKITANI, T
YAN, ML
DYKHNE, AM
PISANOVA, ES
HOGAN, PM
SCHONHAMMER, K
SERVEDIO, VDP
ZEMBA, GR
STEINHAUER, J
OZERI, R
KATZ, N
DAVIDSON, N
DAVIS, M
GARDINER, C
DOBSON, JF
GOULD, T
BACSA, RR
PEIGNEY, A
LAURENT, C
PUECH, P
BACSA, WS
NIGMATULLIN, R
KAYUMOV, S
ZHAROV, AA
ROSENBUSCH, P
SUERGERS, C
COLIZZA, V
CHEN, JZY
DATTA, T
KARMAKAR, R
TARAFDAR, S
OKUMURA, H
YULMETYEV, RM
MOKSHIN, AV
SHURYGIN, VY
BOTTACCIO, M
DOLCETTA, RC
MIOCCHI, P
AMICI, A
CARLES, R
MOICCHI, P
SAPRA, S
CHECHIN, GM
GNEZDILOV, AV
SAKHNENKO, VP
ZEKHTSER, MY
COX, EJ
RICHARDSON, NV
ROSS, AR
JR, ISQ
GONCHAROV, A
SOMAYAZULU, M
GENKIN, VM
PALO, SD
INTERNAZIONALE, SBIS
KIEFER, B
GROSSKINSKY, S
TIMME, M
NAUNDORF, B
PUPILLO, G
CHUGHTAI, R
ZHITOMIRSKY, V
WEISBUCH, G
DEFFUANT, G
AMBLARD, F
BOCHEVAROV, AD
ILYENKO, K
HEWSON, A
WOLFF, PA
KRAVCHENKO, VY
SARKER, SK
MCKENZIE, C
DENSCHLAG, JH
HAEFFNER, H
ARAUJO, LEED
FATEMI, FK
JONES, KM
CHO, D
SIMONI, A
TIESINGA, E
LETT, PD
PRIOUR, DJ
SCHAFER, F
HOUTEN, HV
METIKAS, G
BOUKARI, H
KOSSACKI, P
BERTOLINI, M
CIBERT, J
TATARENKO, S
WASIELA, A
GAJ, JA
PARIKH, AN
BELLAZZINI, J
BRAMANTI, G
GOTO, K
OCHI, K
SALMI, PE
GARCIA-HERNANDEZ, M
MELLERGARD, A
KNOPS, H
DONG, B
LEI, XL
POTTMEIER, A
NICASTRO, M
PATTERSON, CH
QAZILBASH, MM
BALCI, H
CHAKHALIAN, J
DUNSIGER, S
PRICE, AN
HARDY, WH
AMBAI, M
KOBAYASHI, Y
ECHEBARRIA, B
MONTINA, A
KOHN, VG
CHUMAKOV, AI
KOHATSU-HIGA, A
PLUHAR, Z
LOFTUS, T
TICKNOR, C
CHUBUKOV, A
SALMOND, GL
HOLMES, CA
FRANSSON, J
SANDLOV, I
GUPTA, HM
DOLATA, R
GUMBEL, A
ECKERT, J
KOSSINETS, G
KOTOV, V
HIRSCHFELD, P
NAGASIMA, T
LIN, YL
KITAIGORODSKY, A
NURNBERGER, J
SIEBERT, JA
HUHTALA, P
SCHLITTGEN, B
WETTIG, T
KORCHEMSKY, GP
KOTANSKI, J
MANASHOV, AN
GORSKY, A
KORTHELS-ALTES, C
MOURA-MELO, WA
ARGUIN, LP
IENGO, R
RAMACHANDRAN, R
CAMPOS, A
FLOHR, M
SLATER, PB
KENYON, RW
WILSON, DB
CAMPANINO, M
GUTSHABASH, ES
PROSEN, T
ZNIDARIC, M
TELLA, JL
CARA, MARD
ARRAYAS, M
MOROZOV, KI
LEBEDEV, AV
KITAZAWA, M
NEMOTO, Y
SPICKA, V
CHERNOMORETZ, A
DORSO, CO
SIVERTSEN, TA
RAGOT, S
GILLET, JM
BECKER, PJ
GOYCHUK, I
ESCANDE, DF
BANERJEE, D
MORGAN, P
RAGINSKY, M
STOVICEK, P
VYTRAS, P
RIBICHINI, L
FRASCA, M
PULS, J
HENNEBERGER, F
MCCULLOCH, Q
WOLVERSON, D
GIPPIUS, NA
MURANI, AP
KING, PJC
CIZMAR, E
LAGO, J
ORENDAC, M
ORENDACOVA, A
SMITH, RI
TELLING, MTF
BRODATZKI, U
LYANDA-GELLER, YB
PFALZER, P
NATEPROV, A
CALVIN, S
DENBOER, ML
SPENCER, D
KUSHWAHA, MS
CHIDAMBARAM, R
HAYASHI, A
KRAJEWSKI, JJ
SCHAAP, HG
REINER, A
KAHL, G
SCHULZ, BJ
POU, P
CHOLY, N
JENG, M
HAAF, H
WAKITA, K
PASCUAL, J
YAMAMOTO, N
FERRARI, BA
FERRITE, JPN
BERNDT, R
KLIEWER, J
CRAMPIN, S
KORNYSHEV, AA
SUTMANN, G
KIRILLOV, AI
MICHELE, CD
KERNER, R
DENG, DS
JIN, XF
LUO, JL
LAKHTAKIA, A
ERRAMI, J
PARK, S
GALLANI, JL
GARLAND, CW
IANNACCHIONE, GS
SALO, P
JACOBI, K
BEDURFTIG, K
ERTL, G
BORISSOV, A
TEBER, S
STOJKOVIC, BP
LARRAGA, ME
RIO, JAD
PANKOV, S
VICARI, M
KUTSCHERA, HJ
VERBEIREN, T
XING, X
KLEMM, A
KIMMICH, R
GABOVICH, AM
VOITENKO, AI
PEKALA, M
GUCLU, H
FORMAN, MA
MEHTA, AP
MILLS, AC
DAHMEN, K
GIRVAN, M
KITAGAWA, S
DAIGUEBONNE, C
MIGNOT, JM
GUKASOV, A
YANG, CP
LINK, P
NAGEL, K
KAYATZ, C
RETOUX, R
KIRCHNER, A
EISTERER, M
ZEHETMAYER, M
TOENIES, S
WEBER, HW
GREENWOOD, LR
VET, SD
HERNANDEZ-ROJAS, J
ANGLIN, CWGJR
FUDGE, TIA
WHITE, RA
KIM, YH
KOGAN, S
XUE, Y
RATNER, MA
ZHAN, Q
YU, R
HE, LL
LI, J
XU, SY
DIEGUEZ, O
AREVALO, E
KANSAL, AR
TUN, Z
FUJIMORI, SI
OKANE, T
OKADA, K
MANABE, T
KISHIDA, H
OKAMOTO, H
KUEHNE, H
THIELE, U
KOVALEV, AS
DUNCAN, KP
FREO, LD
HASANOV, HA
BRAGARD, J
LEE, YH
DORIGNAC, J
KUZMENKO, I
GREDESKUL, S
MILJANIC, D
ZADRO, K
MAROHNIC, Z
MACCAGNANO, S
NORTH, JM
CHENG, W
LARSEN, MH
LUNDE, AM
SARSA, A
BILJAKOVIC, K
LASJAUNIAS, JC
AKDENIZ, Z
GUNNARSSON, R
MCPEAKE, D
NILSEN, HM
MCCANN, JF
HUEGLE, S
DUBROVSKII, IM
UCHINOKURA, TM
VONLANTHEN, P
TANAKA, KB
KONDO, Y
MOCHIKU, T
ASKERZADE, IN
GENCER, A
GUCLU, N
SCHLESNER, J
SCHOLL, E
DIEZ, E
HEIZLER, SI
KYRYCHENKO, FV
BAGRETS, DA
KOSKINEN, P
KINSLER, P
CONNOLLY, R
EWELS, CP
HEGGIE, MI
BRIDDON, PR
VAZQUEZ, F
HOFFMAN, JE
FRIEDMAN, B
KOROTKOV, A
BOWMAN, M
MCGUINNESS, HJ
DAVIDOVIC, D
BOZLER, HM
WHITE, KS
GOULD, CM
KOBELEV, V
KOLOMEISKY, AB
GALAKTIONOV, AV
HYVONEN, P
SHLYAPIN, V
HALPERIN, A
TORDEUX, C
CHEN, DX
MORENO, JJ
HERNANDO, A
KRIVENKO, S
YARESKO, A
CAMPOS, I
DAVENPORT, JW
CHAKRAPANI, M
WINKLE, DHV
BOTELHO, SS
REIS, FDAA
FIETE, GA
SCHULZE, R
WU, ST
FREIRE, HJP
FU, Y
DOMAGAA, JT
SZUSZKIEWICZ, W
AIREY, R
CABRAL, BJC
HILL, JM
YURKEVICH, I
LANDRY, JS
POULIN, D
NASCIMENTO, EM
JESUS, ADD
MUSTECAPLIOUGLU, OE
GERVAIS, G
YAWATA, K
MULDERS, N
LO, CC
DENNIS, B
RICHTEROVA, M
SCHNURR, B
GITTES, F
SEYFARTH, R
CUEVA, LA
WOOD, W
CARRUZZO, HM
CHU, LL
STEWART, GA
RUSSELL, GJ
CORNELISSENS, YG
SENA, P
SILVA, CCDS
CABRAL, LRE
AGUIAR, JA
GONZALEZ, T
VAZQUEZ-PRADA, M
STILLINGER, FH
MYGIND, J
CHO, YM
BARANKOV, RA
ALEKSEEV, PA
OCHIAI, A
NEFEODOVA, EV
SADIKOV, IP
CLEMENTYEV, ES
LAZUKOV, VN
NEMKOVSKI, KS
GIMM, TH
ZAIKIN, A
CASA, MADL
DANON, L
SCANLON, T
SAKIKAWA, W
CHATTOPADHYAY, S
MARTINS, S
STILCK, J
PARK, Y
RODINA, AV
ALEKSEEV, AY
ROSEN, M
MEYER, BK
KIM, S
STOCK, C
HAINE, SA
MSEZANE, AZ
MERMET, A
BERSHTEIN, V
HERISSON, D
SAHU, BR
HORIBE, M
SHIGEMOTO, K
WEGENER, LGL
ISMAIL, MEH
CORNAGLIA, PS
SICA, G
YELLAND, EA
DONETTI, L
ROQUE, AC
OLIVEIRA, RF
PREDA, M
SLICHTER, CP
COBB, JL
MARKERT, JT
BILC, D
TESSMER, SH
KYRATSI, T
BOCTOR, N
HUANG, E
FARMER, JM
LOWHORN, N
LAMBERTON, GA
TRITT, TM
HAMZIC, A
BASLETIC, M
TAFRA, E
NASUBIDA, SY
KABASAWA, E
YAMAZAKI, H
UMEDA, Y
MINAKAWA, S
KIMURA, N
ARTINI, C
CARNASCIALI, MM
COSTA, GA
MASINI, R
VANCURA, T
BAUMGARTNER, A
COASNE, B
GROSMAN, A
ORTEGA, C
SIMON, M
KOSTUR, M
LUCZKA, J
SCHIMANSKY-GEIER, L
BURKOV, AA
LIN, JJ
ZHONG, YL
LI, TJ
DANIELS, MG
GILLEMOT, L
SMITH, E
HADZIBABIC, Z
STAN, CA
DIECKMANN, K
ZWIERLEIN, MW
MURUGANANDAM, P
LIMA, NA
SILVA, MF
OLIVEIRA, LN
SAVKIN, VV
DALLMEYER, A
CARBONE, C
EBERHARDT, W
PAMPUCH, C
RADER, O
SAFFARZADEH, A
BUTCHER, JR
TERASAWA, D
SHIMODA, Y
ZHOU, C
DASS, NDH
SATHIAPALAN, B
MIZUNO, T
DEMIANETS, LN
SHAPIRO, AY
TUREK, M
KIM, DK
ROBLIN, P
KORSHUNOV, MM
OVCHINNIKOV, SG
KADONO, R
HIGEMOTO, W
KODA, A
SHIMOMURA, K
NISHIYAMA, K
YAO, DL
WU, YZ
DONG, W
LI, ZY
TU, ZC
SOH, KS
OHSAKU, T
WANG, CC
BAKER, DR
KHOMITSKY, DV
LATEMPA, R
CIRILLO, M
POLCARI, A
BLUDOV, YV
JAPPSEN, AK
SCHOMBURG, E
BLOTE, HWJ
KOKSHAROV, YA
SHAITAN, KV
KERN, D
GANDOLFO, D
JOHN, T
STANNARIUS, R
FULCO, UL
VIDAL, F
CARBALLEIRA, C
CURRAS, SR
MOSQUEIRA, J
RAMALLO, MV
VEIRA, JA
VINA, J
WOHLGENANNT, M
JIANG, XM
JANSSEN, RAJ
ZOTEV, VS
HASHIBON, A
KAPLAN, WD
BERISSO, MG
PEDRAZZINI, P
SERENI, JG
YIP, KF
SIWY, Z
SURENDRAN, N
TSYPIN, MM
BUDCZIES, J
SHNIR, Y
NAGAO, K
CHERNODUB, MN
ILGENFRITZ, EM
COMI, M
BIRMINGHAM, D
SACHS, I
IUCCI, CA
WEHEFRITZ-KAUFMANN, B
CONTINO, R
BYTSKO, AG
FONSECA, P
ABREU, EMC
BARBON, JLF
PAREDES, A
BERTOLA, M
HARNAD, J
BARAHONA, M
PECORA, LM
SUGITA, A
PITTEL, S
PLACE, C
TSUKADA, M
BURGE, CB
MOROZ, JD
AGARWAL, GS
ADLER, SL
HOD, S
NAKAR, E
TROEIN, C
KIKUGAWA, N
BLOCHL, PE
FORST, CJ
SCHIMPL, J
CYROT, L
OLSSON, RJ
ZHOU, B
LIPSHTAT, A
MARLO, M
ALATALO, M
GOLOVNYA, AV
POKROVSKII, VY
SHADRIN, PM
KIRILYUK, AV
OHISHI, K
KAKUTA, K
NGUYEN, HK
MATTEIS, GD
NAMIKI, T
CHERPAK, NT
CHUKANOVA, IN
GUBIN, AI
LAVRINOVICH, AA
GEERK, J
ZASPEL, CE
TITOV, OY
GIRALDO, J
GUREVICH, YG
MALHOTRA, S
GAFIYCHUK, VV
DATSKO, BY
SHNEIDMAN, VA
NITA, GM
DYBIEC, B
GUDOWSKA-NOWAK, E
KITAZAWA, A
LEBEDEV, VV
BAKKER, DJ
BEAMOND, EJ
MOUKARZEL, CF
NARVAEZ, GA
TAYLOR, RP
HOFFMANN, C
ZHAO, L
ERLANGEN-NURNBERG, LKT
GUERRA, F
TONINELLI, FL
JOSEPH, PJT
BERG, OW
FROEBRICH, P
SABER, M
GIUSIANO, G
REGINA, S
BARANOV, M
DOBREK, L
JR, SSS
OLIVEIRA, IGD
ALBUS, AP
ANDREOTTI, B
DOUADY, S
GENET, F
STEPHANIDIS, B
BOURSIER, R
ASKERZADE, YN
GUCCLU, N
KYLYCC, A
VOLOVICHEV, IN
ESPEJO, G
MERIUTS, A
SODANO, P
SANTO, KP
STARR, F
MASEK, J
MACA, F
JENSEN, J
TOUCHETTE, H
PUFF, N
HIGGINS, D
WAGNER, C
PURY, PA
JONES, MD
GREEFF, CW
CHEN, X
ZITZLER, R
BETTENCOURT, LM
KUNZ, M
ARAUJO, MN
RODRIGUES, V
BETTINI, J
ROCHA, AR
UGARTE, D
KUVCERA, J
RAIZEN, MG
GRIGORESCU, M
BAYLIS, WE
LOGVINOV, GN
BILLARD, L
MORENZONI, E
SAVIC, IM
RAMS, M
KROLAS, K
PETUKHOV, K
GEVORKIAN, ZS
GUO, W
CHRISTIANSEN, JD
YAN, Q
REHRING, P
PROCACCI, A
SCOPPOLA, B
GERASIMOV, V
ARYANPOUR, K
ONARI, S
TRACY, LA
HOHNISCH, M
PITTNAUER, S
CHAKRABARTY, M
SETTANNI, G
TOBISKA, J
DYACHENKO, AI
TARENKOV, VY
ABALOSHEV, AV
LUETHJE, N
GUTTAL, V
SANTORO, GE
TAYLOR, JW
BEBB, AM
BOUCHENOIRE, L
BROWN, SD
COOPER, MJ
BOUTTIER, J
VYASELEV, O
ARAI, K
YAMAZAKI, J
TAKIGAAWA, M
HARRELL, LE
FAINCHTEIN, R
SMITH, DD
ABRAHAM, DB
KOSTKO, AF
GOSWAMI, P
BRILLIANTOV, NV
MALININ, VV
ELGAZZAR, S
RZCHOWSKI, MS
DANIELS, G
HINAUS, BM
KANDEL, HRED
SOCOLAR, JES
SCHAEFFER, DG
HASHI, K
SASTRY, PVPSS
SCHWARTZ, J
DABROWSKI, R
KIKUCHI, N
GENT, A
JANECEK, I
PATTANAYAK, A
PAILHES, S
KONDO, S
REEHUIS, M
BOUREE, F
OHL, M
BRUSCOLINI, P
ZEI, M
IWANAGA, M
AZUMA, J
SHIRAI, M
HAYASHI, T
LE, HM
OUCHNI, F
ERP, TSV
TROADEC, H
RADJAI, F
CHARMET, JC
LOSEV, A
VLAEV, S
LANTZ, J
BRATUS, E
WUNNICKE, O
MAVROPOULOS, P
GRUNDLER, D
KUSUNOKI, M
VERGNIORY, MG
ANTORANZ, JC
RODRIGUEZ, O
NETO, JDTA
DEEPMAN, A
LING, CC
MUI, WK
BELING, CD
FUNG, S
LUI, MK
CHEAH, KW
LI, KF
ZHAO, YW
GONG, M
LAVAL, JY
HADACEK, N
KUBO, T
KOSHIBA, T
AWAGA, K
INAGAKI, Y
AJIRO, Y
VILFAN, I
RENAUD, G
LEVESQUE, D
WEIS, JJ
RAEDTS, S
KHAETSKII, A
MAZARS, M
EMURA, H
LIM, HS
RUPP, P
RICHTER, R
KOHARY, K
ESCOBEDO, R
HIGUERA, FJ
DELLACQUA, G
LUZON, A
RIERA, R
BETANCOURT-RIERA, R
FEDICHKIN, L
FISCHER, WE
SHIPILEVSKY, BM
MULLER-NEDEBOCK, KK
PERCUS, JK
CHENG, YM
HUANG, TY
CHANG, YH
CHEN, YF
MARODI, M
LUSAKOWSKI, A
TURSKI, LA
TSVELIK, A
DERMAN, E
CLAUSEN, K
MCMORROW, D
HUSSEY, N
ONG, TM
RONNOW, H
CHRISTENSEN, N
MASON, T
EPSTEIN, RJ
MALAJOVICH, I
CHYE, Y
HANSON, M
MELNIKOVSKY, LA
BERNSTEIN, N
PARK, KW
SLUPINSKI, T
MUNEKATA, H
OIWA, A
HENDRIKX, RWA
MICOULAUT, M
LUTSKO, J
SPINOZZI, F
MARIANI, P
LIN, P
WENCKEBACH, WT
THOMPSON, ST
SVISTOV, LE
VALIDOV, A
PROKOFIEV, A
ASSMUS, W
CHARBOIS, V
YOUSSEF, JB
MAKSYUTOV, AF
HAMZIC, B
SENATORE, SDPFRG
NUFER, S
ELSAESSER, C
OLIVEIRA, MJD
GANNEPALLI, A
MALLAPRAGADA, SK
RUIZ-MONTERO, MJ
MORENO, F
GARCIA-ROJO, R
MOMPEAN, FJ
ANDRES, AD
MCGREEVY, RL
SIDORENKO, AS
TAGIROV, LR
ROSSOLENKO, AN
TIDECKS, R
VERBERCK, B
SALIN, G
BOUCHIAT, C
PALADINO, E
FAORO, L
SUH, BJ
